线号,行别,里程,日期,垂加,垂加等级,水加,水加等级,数据等级,车速,车型,车号,车次
2001,单线,2035.939,2024-03-02 02:07:00,0.07,1,0.06,1,1,84,102,1580,87371
2001,单线,2036.004,2024-03-02 02:07:00,0.06,1,0.05,1,1,84,102,1580,87371
2001,单线,2035.5,2024-03-02 02:07:00,0.06,1,0.05,1,1,82,102,1580,87371
2001,单线,2035.686,2024-03-02 02:07:00,0.08,1,0.06,1,1,82,102,1580,87371
2001,单线,2036.769,2024-03-02 02:07:00,0.07,1,0.06,1,1,85,102,1580,87371
2001,单线,2036.07,2024-03-02 02:07:00,0.07,1,0.06,1,1,84,102,1580,87371
2001,单线,2036.381,2024-03-02 02:07:00,0.06,1,0.05,1,1,85,102,1580,87371
2001,单线,2035.562,2024-03-02 02:07:00,0.07,1,0.05,1,1,82,102,1580,87371
2001,单线,2036.577,2024-03-02 02:07:00,0.06,1,0.06,1,1,85,102,1580,87371
2001,单线,2035.779,2024-03-02 02:07:00,0.06,1,0.05,1,1,83,102,1580,87371
2001,单线,2035.624,2024-03-02 02:07:00,0.06,1,0.07,1,1,82,102,1580,87371
2001,单线,2035.81,2024-03-02 02:07:00,0.06,1,0.05,1,1,83,102,1580,87371
2001,单线,2036.608,2024-03-02 02:07:00,0.06,1,0.07,1,1,85,102,1580,87371
2001,单线,2036.257,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2035.841,2024-03-02 02:07:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2036.412,2024-03-02 02:07:00,0.06,1,0.06,1,1,85,102,1580,87371
2001,单线,2036.645,2024-03-02 02:07:00,0.06,1,0.07,1,1,85,102,1580,87371
2001,单线,2036.195,2024-03-02 02:07:00,0.06,1,0.05,1,1,84,102,1580,87371
2001,单线,2036.707,2024-03-02 02:07:00,0.06,1,0.07,1,1,85,102,1580,87371
2001,单线,2035.908,2024-03-02 02:07:00,0.06,1,0.08,1,1,84,102,1580,87371
2001,单线,2036.288,2024-03-02 02:07:00,0.07,1,0.06,1,1,85,102,1580,87371
2001,单线,2036.8,2024-03-02 02:07:00,0.06,1,0.05,1,1,85,102,1580,87371
2001,单线,2036.862,2024-03-02 02:07:00,0.06,1,0.08,1,1,85,102,1580,87371
2001,单线,2035.973,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2036.226,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2035.877,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2036.164,2024-03-02 02:07:00,0.07,1,0.08,1,1,84,102,1580,87371
2001,单线,2035.593,2024-03-02 02:07:00,0.08,1,0.07,1,1,82,102,1580,87371
2001,单线,2036.676,2024-03-02 02:07:00,0.07,1,0.06,1,1,85,102,1580,87371
2001,单线,2036.511,2024-03-02 02:07:00,0.06,1,0.06,1,1,85,102,1580,87371
2001,单线,2035.531,2024-03-02 02:07:00,0.06,1,0.06,1,1,82,102,1580,87371
2001,单线,2036.319,2024-03-02 02:07:00,0.08,1,0.06,1,1,85,102,1580,87371
2001,单线,2035.717,2024-03-02 02:07:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2036.132,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2036.48,2024-03-02 02:07:00,0.06,1,0.08,1,1,85,102,1580,87371
2001,单线,2035.655,2024-03-02 02:07:00,0.06,1,0.05,1,1,82,102,1580,87371
2001,单线,2036.738,2024-03-02 02:07:00,0.07,1,0.08,1,1,85,102,1580,87371
2001,单线,2036.101,2024-03-02 02:07:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2034.251,2024-03-02 02:08:00,0.07,1,0.06,1,1,77,102,1580,87371
2001,单线,2034.627,2024-03-02 02:08:00,0.08,1,0.05,1,1,78,102,1580,87371
2001,单线,2035.221,2024-03-02 02:08:00,0.06,1,0.06,1,1,80,102,1580,87371
2001,单线,2034.22,2024-03-02 02:08:00,0.08,1,0.07,1,1,77,102,1580,87371
2001,单线,2035.407,2024-03-02 02:08:00,0.06,1,0.07,1,1,81,102,1580,87371
2001,单线,2034.282,2024-03-02 02:08:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2035.19,2024-03-02 02:08:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2034.999,2024-03-02 02:08:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2035.314,2024-03-02 02:08:00,0.06,1,0.05,1,1,80,102,1580,87371
2001,单线,2035.376,2024-03-02 02:08:00,0.07,1,0.07,1,1,80,102,1580,87371
2001,单线,2034.344,2024-03-02 02:08:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2034.875,2024-03-02 02:08:00,0.06,1,0.07,1,1,78,102,1580,87371
2001,单线,2035.283,2024-03-02 02:08:00,0.07,1,0.05,1,1,80,102,1580,87371
2001,单线,2035.469,2024-03-02 02:08:00,0.06,1,0.05,1,1,81,102,1580,87371
2001,单线,2034.406,2024-03-02 02:08:00,0.06,1,0.08,1,1,77,102,1580,87371
2001,单线,2034.565,2024-03-02 02:08:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2035.064,2024-03-02 02:08:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2035.128,2024-03-02 02:08:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2034.437,2024-03-02 02:08:00,0.07,1,0.08,1,1,77,102,1580,87371
2001,单线,2034.689,2024-03-02 02:08:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2034.813,2024-03-02 02:08:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2035.345,2024-03-02 02:08:00,0.06,1,0.06,1,1,80,102,1580,87371
2001,单线,2034.658,2024-03-02 02:08:00,0.06,1,0.07,1,1,78,102,1580,87371
2001,单线,2034.844,2024-03-02 02:08:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2035.438,2024-03-02 02:08:00,0.06,1,0.07,1,1,81,102,1580,87371
2001,单线,2035.097,2024-03-02 02:08:00,0.07,1,0.06,1,1,79,102,1580,87371
2001,单线,2034.375,2024-03-02 02:08:00,0.06,1,0.08,1,1,77,102,1580,87371
2001,单线,2034.313,2024-03-02 02:08:00,0.07,1,0.06,1,1,77,102,1580,87371
2001,单线,2034.751,2024-03-02 02:08:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2034.596,2024-03-02 02:08:00,0.07,1,0.07,1,1,78,102,1580,87371
2001,单线,2034.906,2024-03-02 02:08:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2034.503,2024-03-02 02:08:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2035.252,2024-03-02 02:08:00,0.06,1,0.06,1,1,80,102,1580,87371
2001,单线,2034.782,2024-03-02 02:08:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2034.189,2024-03-02 02:08:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2034.468,2024-03-02 02:08:00,0.08,1,0.06,1,1,77,102,1580,87371
2001,单线,2034.063,2024-03-02 02:09:00,0.06,1,0.07,1,1,77,102,1580,87371
2001,单线,2033.373,2024-03-02 02:09:00,0.09,2,0.07,1,2,82,102,1580,87371
2001,单线,2032.901,2024-03-02 02:09:00,0.07,1,0.05,1,1,83,102,1580,87371
2001,单线,2033.846,2024-03-02 02:09:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2033.404,2024-03-02 02:09:00,0.07,1,0.06,1,1,82,102,1580,87371
2001,单线,2032.963,2024-03-02 02:09:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2033.497,2024-03-02 02:09:00,0.06,1,0.05,1,1,81,102,1580,87371
2001,单线,2033.591,2024-03-02 02:09:00,0.06,1,0.05,1,1,80,102,1580,87371
2001,单线,2032.994,2024-03-02 02:09:00,0.06,1,0.05,1,1,83,102,1580,87371
2001,单线,2033.529,2024-03-02 02:09:00,0.08,1,0.05,1,1,81,102,1580,87371
2001,单线,2033.094,2024-03-02 02:09:00,0.06,1,0.07,1,1,83,102,1580,87371
2001,单线,2032.87,2024-03-02 02:09:00,0.09,2,0.06,1,2,83,102,1580,87371
2001,单线,2033.908,2024-03-02 02:09:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2033.342,2024-03-02 02:09:00,0.08,1,0.06,1,1,82,102,1580,87371
2001,单线,2033.56,2024-03-02 02:09:00,0.07,1,0.06,1,1,81,102,1580,87371
2001,单线,2034.125,2024-03-02 02:09:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2033.622,2024-03-02 02:09:00,0.07,1,0.06,1,1,80,102,1580,87371
2001,单线,2033.125,2024-03-02 02:09:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2033.877,2024-03-02 02:09:00,0.06,1,0.05,1,1,77,102,1580,87371
2001,单线,2033.311,2024-03-02 02:09:00,0.07,1,0.07,1,1,82,102,1580,87371
2001,单线,2034.158,2024-03-02 02:09:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2033.815,2024-03-02 02:09:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2033.056,2024-03-02 02:09:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2034.001,2024-03-02 02:09:00,0.06,1,0.05,1,1,77,102,1580,87371
2001,单线,2034.094,2024-03-02 02:09:00,0.06,1,0.07,1,1,77,102,1580,87371
2001,单线,2033.721,2024-03-02 02:09:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2033.28,2024-03-02 02:09:00,0.06,1,0.08,1,1,82,102,1580,87371
2001,单线,2033.939,2024-03-02 02:09:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2033.187,2024-03-02 02:09:00,0.06,1,0.07,1,1,83,102,1580,87371
2001,单线,2033.97,2024-03-02 02:09:00,0.06,1,0.05,1,1,77,102,1580,87371
2001,单线,2034.032,2024-03-02 02:09:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2033.653,2024-03-02 02:09:00,0.06,1,0.05,1,1,80,102,1580,87371
2001,单线,2033.249,2024-03-02 02:09:00,0.06,1,0.07,1,1,82,102,1580,87371
2001,单线,2033.466,2024-03-02 02:09:00,0.06,1,0.06,1,1,81,102,1580,87371
2001,单线,2032.839,2024-03-02 02:09:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2031.588,2024-03-02 02:10:00,0.06,1,0.06,1,1,74,102,1580,87371
2001,单线,2032.65,2024-03-02 02:10:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2031.743,2024-03-02 02:10:00,0.06,1,0.07,1,1,74,102,1580,87371
2001,单线,2032.777,2024-03-02 02:10:00,0.07,1,0.08,1,1,83,102,1580,87371
2001,单线,2031.929,2024-03-02 02:10:00,0.06,1,0.05,1,1,76,102,1580,87371
2001,单线,2031.836,2024-03-02 02:10:00,0.06,1,0.06,1,1,75,102,1580,87371
2001,单线,2031.681,2024-03-02 02:10:00,0.06,1,0.06,1,1,74,102,1580,87371
2001,单线,2032.715,2024-03-02 02:10:00,0.06,1,0.07,1,1,83,102,1580,87371
2001,单线,2032.15,2024-03-02 02:10:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2032.526,2024-03-02 02:10:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2031.554,2024-03-02 02:10:00,0.08,1,0.07,1,1,74,102,1580,87371
2001,单线,2031.867,2024-03-02 02:10:00,0.06,1,0.05,1,1,76,102,1580,87371
2001,单线,2032.4,2024-03-02 02:10:00,0.06,1,0.08,1,1,82,102,1580,87371
2001,单线,2032.368,2024-03-02 02:10:00,0.06,1,0.06,1,1,81,102,1580,87371
2001,单线,2032.337,2024-03-02 02:10:00,0.06,1,0.06,1,1,81,102,1580,87371
2001,单线,2032.588,2024-03-02 02:10:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2031.805,2024-03-02 02:10:00,0.06,1,0.06,1,1,75,102,1580,87371
2001,单线,2032.431,2024-03-02 02:10:00,0.07,1,0.05,1,1,82,102,1580,87371
2001,单线,2032.463,2024-03-02 02:10:00,0.06,1,0.09,1,1,82,102,1580,87371
2001,单线,2032.495,2024-03-02 02:10:00,0.06,1,0.07,1,1,82,102,1580,87371
2001,单线,2032.243,2024-03-02 02:10:00,0.07,1,0.06,1,1,80,102,1580,87371
2001,单线,2032.275,2024-03-02 02:10:00,0.06,1,0.05,1,1,80,102,1580,87371
2001,单线,2031.712,2024-03-02 02:10:00,0.07,1,0.06,1,1,74,102,1580,87371
2001,单线,2031.774,2024-03-02 02:10:00,0.06,1,0.05,1,1,75,102,1580,87371
2001,单线,2032.022,2024-03-02 02:10:00,0.07,1,0.05,1,1,77,102,1580,87371
2001,单线,2031.65,2024-03-02 02:10:00,0.06,1,0.06,1,1,74,102,1580,87371
2001,单线,2031.619,2024-03-02 02:10:00,0.07,1,0.07,1,1,74,102,1580,87371
2001,单线,2032.746,2024-03-02 02:10:00,0.07,1,0.06,1,1,83,102,1580,87371
2001,单线,2032.619,2024-03-02 02:10:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2032.306,2024-03-02 02:10:00,0.07,1,0.06,1,1,81,102,1580,87371
2001,单线,2032.808,2024-03-02 02:10:00,0.06,1,0.08,1,1,83,102,1580,87371
2001,单线,2031.96,2024-03-02 02:10:00,0.06,1,0.06,1,1,76,102,1580,87371
2001,单线,2031.898,2024-03-02 02:10:00,0.06,1,0.06,1,1,76,102,1580,87371
2001,单线,2032.681,2024-03-02 02:10:00,0.07,1,0.07,1,1,83,102,1580,87371
2001,单线,2032.181,2024-03-02 02:10:00,0.08,1,0.07,1,1,79,102,1580,87371
2001,单线,2031.991,2024-03-02 02:10:00,0.07,1,0.07,1,1,77,102,1580,87371
2001,单线,2032.053,2024-03-02 02:10:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2031.213,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.522,2024-03-02 02:11:00,0.07,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.774,2024-03-02 02:11:00,0.07,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.712,2024-03-02 02:11:00,0.07,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.933,2024-03-02 02:11:00,0.07,1,0.05,1,1,73,102,1580,87371
2001,单线,2030.491,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.275,2024-03-02 02:11:00,0.08,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.366,2024-03-02 02:11:00,0.06,1,0.08,1,1,72,102,1580,87371
2001,单线,2030.995,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.84,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.429,2024-03-02 02:11:00,0.07,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.871,2024-03-02 02:11:00,0.06,1,0.05,1,1,72,102,1580,87371
2001,单线,2030.46,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.057,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2031.182,2024-03-02 02:11:00,0.07,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.335,2024-03-02 02:11:00,0.06,1,0.07,1,1,72,102,1580,87371
2001,单线,2030.588,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.306,2024-03-02 02:11:00,0.06,1,0.05,1,1,73,102,1580,87371
2001,单线,2030.964,2024-03-02 02:11:00,0.08,1,0.06,1,1,73,102,1580,87371
2001,单线,2031.026,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2031.368,2024-03-02 02:11:00,0.06,1,0.05,1,1,73,102,1580,87371
2001,单线,2030.397,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.43,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2031.461,2024-03-02 02:11:00,0.06,1,0.05,1,1,74,102,1580,87371
2001,单线,2031.151,2024-03-02 02:11:00,0.06,1,0.09,1,1,73,102,1580,87371
2001,单线,2030.619,2024-03-02 02:11:00,0.07,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.65,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.337,2024-03-02 02:11:00,0.06,1,0.07,1,1,73,102,1580,87371
2001,单线,2030.743,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.805,2024-03-02 02:11:00,0.06,1,0.05,1,1,72,102,1580,87371
2001,单线,2030.681,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2030.553,2024-03-02 02:11:00,0.06,1,0.06,1,1,72,102,1580,87371
2001,单线,2031.244,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2031.492,2024-03-02 02:11:00,0.06,1,0.06,1,1,74,102,1580,87371
2001,单线,2031.12,2024-03-02 02:11:00,0.06,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.242,2024-03-02 02:12:00,0.07,1,0.06,1,1,73,102,1580,87371
2001,单线,2030.304,2024-03-02 02:12:00,0.07,1,0.06,1,1,73,102,1580,87371
2001,单线,2029.244,2024-03-02 02:12:00,0.06,1,0.05,1,1,78,102,1580,87371
2001,单线,2029.306,2024-03-02 02:12:00,0.06,1,0.07,1,1,78,102,1580,87371
2001,单线,2030.118,2024-03-02 02:12:00,0.07,1,0.06,1,1,74,102,1580,87371
2001,单线,2029.275,2024-03-02 02:12:00,0.07,1,0.06,1,1,78,102,1580,87371
2001,单线,2030.149,2024-03-02 02:12:00,0.06,1,0.05,1,1,74,102,1580,87371
2001,单线,2029.43,2024-03-02 02:12:00,0.07,1,0.06,1,1,78,102,1580,87371
2001,单线,2029.777,2024-03-02 02:12:00,0.06,1,0.05,1,1,76,102,1580,87371
2001,单线,2029.839,2024-03-02 02:12:00,0.06,1,0.06,1,1,75,102,1580,87371
2001,单线,2029.684,2024-03-02 02:12:00,0.06,1,0.06,1,1,76,102,1580,87371
2001,单线,2029.496,2024-03-02 02:12:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2029.589,2024-03-02 02:12:00,0.06,1,0.05,1,1,77,102,1580,87371
2001,单线,2029.057,2024-03-02 02:12:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2030.025,2024-03-02 02:12:00,0.06,1,0.06,1,1,75,102,1580,87371
2001,单线,2029.12,2024-03-02 02:12:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2029.089,2024-03-02 02:12:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2029.213,2024-03-02 02:12:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2029.558,2024-03-02 02:12:00,0.07,1,0.06,1,1,77,102,1580,87371
2001,单线,2029.62,2024-03-02 02:12:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2029.994,2024-03-02 02:12:00,0.06,1,0.05,1,1,75,102,1580,87371
2001,单线,2029.151,2024-03-02 02:12:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2029.368,2024-03-02 02:12:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2029.87,2024-03-02 02:12:00,0.07,1,0.06,1,1,75,102,1580,87371
2001,单线,2029.808,2024-03-02 02:12:00,0.07,1,0.06,1,1,76,102,1580,87371
2001,单线,2029.461,2024-03-02 02:12:00,0.08,1,0.06,1,1,77,102,1580,87371
2001,单线,2029.651,2024-03-02 02:12:00,0.06,1,0.06,1,1,76,102,1580,87371
2001,单线,2030.056,2024-03-02 02:12:00,0.06,1,0.06,1,1,74,102,1580,87371
2001,单线,2030.211,2024-03-02 02:12:00,0.08,1,0.05,1,1,73,102,1580,87371
2001,单线,2030.273,2024-03-02 02:12:00,0.06,1,0.08,1,1,73,102,1580,87371
2001,单线,2029.399,2024-03-02 02:12:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2029.901,2024-03-02 02:12:00,0.06,1,0.05,1,1,75,102,1580,87371
2001,单线,2029.182,2024-03-02 02:12:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2029.527,2024-03-02 02:12:00,0.06,1,0.06,1,1,77,102,1580,87371
2001,单线,2028.182,2024-03-02 02:13:00,0.07,1,0.05,1,1,79,102,1580,87371
2001,单线,2027.717,2024-03-02 02:13:00,0.06,1,0.07,1,1,81,102,1580,87371
2001,单线,2028.306,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2028.461,2024-03-02 02:13:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.902,2024-03-02 02:13:00,0.07,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.523,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.933,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.058,2024-03-02 02:13:00,0.07,1,0.06,1,1,80,102,1580,87371
2001,单线,2028.871,2024-03-02 02:13:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2027.903,2024-03-02 02:13:00,0.07,1,0.08,1,1,80,102,1580,87371
2001,单线,2028.399,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.592,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2028.275,2024-03-02 02:13:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.747,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2027.872,2024-03-02 02:13:00,0.06,1,0.05,1,1,80,102,1580,87371
2001,单线,2028.368,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2027.934,2024-03-02 02:13:00,0.06,1,0.06,1,1,80,102,1580,87371
2001,单线,2028.623,2024-03-02 02:13:00,0.06,1,0.08,1,1,79,102,1580,87371
2001,单线,2028.964,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.809,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2027.748,2024-03-02 02:13:00,0.06,1,0.06,1,1,81,102,1580,87371
2001,单线,2028.089,2024-03-02 02:13:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.244,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2027.996,2024-03-02 02:13:00,0.07,1,0.05,1,1,80,102,1580,87371
2001,单线,2028.027,2024-03-02 02:13:00,0.06,1,0.06,1,1,80,102,1580,87371
2001,单线,2028.492,2024-03-02 02:13:00,0.06,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.716,2024-03-02 02:13:00,0.07,1,0.07,1,1,79,102,1580,87371
2001,单线,2027.81,2024-03-02 02:13:00,0.08,1,0.06,1,1,81,102,1580,87371
2001,单线,2028.12,2024-03-02 02:13:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2027.779,2024-03-02 02:13:00,0.06,1,0.06,1,1,81,102,1580,87371
2001,单线,2027.841,2024-03-02 02:13:00,0.06,1,0.05,1,1,81,102,1580,87371
2001,单线,2028.995,2024-03-02 02:13:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.43,2024-03-02 02:13:00,0.07,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.778,2024-03-02 02:13:00,0.06,1,0.05,1,1,79,102,1580,87371
2001,单线,2027.965,2024-03-02 02:13:00,0.08,1,0.06,1,1,80,102,1580,87371
2001,单线,2028.685,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2028.654,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2028.151,2024-03-02 02:13:00,0.07,1,0.05,1,1,79,102,1580,87371
2001,单线,2028.337,2024-03-02 02:13:00,0.07,1,0.06,1,1,79,102,1580,87371
2001,单线,2028.213,2024-03-02 02:13:00,0.06,1,0.07,1,1,79,102,1580,87371
2001,单线,2027.686,2024-03-02 02:14:00,0.07,1,0.06,1,1,81,102,1580,87371
2001,单线,2027.107,2024-03-02 02:14:00,0.06,1,0.06,1,1,84,102,1580,87371
2001,单线,2027.335,2024-03-02 02:14:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2027.553,2024-03-02 02:14:00,0.07,1,0.05,1,1,82,102,1580,87371
2001,单线,2026.792,2024-03-02 02:14:00,0.08,1,0.08,1,1,82,102,1580,87371
2001,单线,2027.009,2024-03-02 02:14:00,0.08,1,0.06,1,1,84,102,1580,87371
2001,单线,2027.273,2024-03-02 02:14:00,0.07,1,0.08,1,1,84,102,1580,87371
2001,单线,2026.637,2024-03-02 02:14:00,0.08,1,0.05,1,1,79,102,1580,87371
2001,单线,2026.823,2024-03-02 02:14:00,0.06,1,0.05,1,1,83,102,1580,87371
2001,单线,2027.175,2024-03-02 02:14:00,0.06,1,0.07,1,1,84,102,1580,87371
2001,单线,2027.522,2024-03-02 02:14:00,0.06,1,0.07,1,1,82,102,1580,87371
2001,单线,2026.544,2024-03-02 02:14:00,0.07,1,0.06,1,1,76,102,1580,87371
2001,单线,2027.144,2024-03-02 02:14:00,0.07,1,0.06,1,1,84,102,1580,87371
2001,单线,2027.045,2024-03-02 02:14:00,0.07,1,0.07,1,1,84,102,1580,87371
2001,单线,2026.482,2024-03-02 02:14:00,0.08,1,0.06,1,1,74,102,1580,87371
2001,单线,2027.367,2024-03-02 02:14:00,0.06,1,0.06,1,1,83,102,1580,87371
2001,单线,2026.916,2024-03-02 02:14:00,0.07,1,0.05,1,1,84,102,1580,87371
2001,单线,2027.65,2024-03-02 02:14:00,0.08,1,0.08,1,1,82,102,1580,87371
2001,单线,2026.42,2024-03-02 02:14:00,0.08,1,0.06,1,1,72,102,1580,87371
2001,单线,2026.761,2024-03-02 02:14:00,0.06,1,0.05,1,1,82,102,1580,87371
2001,单线,2026.978,2024-03-02 02:14:00,0.08,1,0.06,1,1,84,102,1580,87371
2001,单线,2026.606,2024-03-02 02:14:00,0.06,1,0.06,1,1,78,102,1580,87371
2001,单线,2027.242,2024-03-02 02:14:00,0.07,1,0.08,1,1,84,102,1580,87371
2001,单线,2026.854,2024-03-02 02:14:00,0.07,1,0.05,1,1,83,102,1580,87371
2001,单线,2027.304,2024-03-02 02:14:00,0.06,1,0.07,1,1,83,102,1580,87371
2001,单线,2026.389,2024-03-02 02:14:00,0.06,1,0.06,1,1,71,102,1580,87371
2001,单线,2026.513,2024-03-02 02:14:00,0.08,1,0.05,1,1,75,102,1580,87371
2001,单线,2026.668,2024-03-02 02:14:00,0.08,1,0.06,1,1,79,102,1580,87371
2001,单线,2027.076,2024-03-02 02:14:00,0.08,1,0.06,1,1,84,102,1580,87371
2001,单线,2027.206,2024-03-02 02:14:00,0.08,1,0.07,1,1,84,102,1580,87371
2001,单线,2027.619,2024-03-02 02:14:00,0.08,1,0.06,1,1,82,102,1580,87371
2001,单线,2027.46,2024-03-02 02:14:00,0.06,1,0.07,1,1,83,102,1580,87371
2001,单线,2026.451,2024-03-02 02:14:00,0.07,1,0.05,1,1,73,102,1580,87371
2001,单线,2026.699,2024-03-02 02:14:00,0.07,1,0.06,1,1,80,102,1580,87371
2001,单线,2026.947,2024-03-02 02:14:00,0.08,1,0.05,1,1,84,102,1580,87371
