设备ID,n,coverage_days,l3plus_rate,conflict_rate,max_acc_p95,max_acc_std,peer_support_rate,peer_residual_mean,peer_residual_p95,peer_level_disagree_rate,l3plus_cnt,isolated_l3plus_rate,weekly_mean_slope,cluster_label,distance_to_main_cluster,reliability_score,is_noise,is_abnormal_device
237_8069,107,12,0.0,0.0,0.06699999999999989,0.007376802177674392,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0011590277777777773,0,1.0075443854270665,98.86,0,0
240_313,1272,8,0.0,0.0,0.07,0.0098549144343962,0.3632075471698113,0.004458874458874459,0.015,0.07575757575757576,0.0,0.0,0.0007602284914685764,0,1.0055631527287323,98.89,0,0
240_226,1165,18,0.0,0.0,0.08,0.010405633804458905,0.255793991416309,0.004362416107382551,0.015,0.06711409395973154,0.0,0.0,0.00023709798282041015,0,1.001828875711715,98.95,0,0
237_6555,230,22,0.0,0.0,0.08,0.016918538560663835,0.07391304347826087,0.0032352941176470593,0.011,0.058823529411764705,0.0,0.0,0.000601606728509238,0,0.9996443256457168,98.98,0,0
239_923,811,18,0.0,0.0,0.08,0.013291263492356261,0.2638717632552404,0.0052803738317757,0.015,0.04672897196261682,0.0,0.0,0.0005569025335271105,0,0.9985835991700153,99.0,0,0
105_1155,39420,35,0.0,0.0,0.08,0.010771194025983085,0.4758751902587519,0.004708673170211631,0.015,0.07777600085292392,0.0,0.0,0.00034252165333419505,0,0.997854535401689,99.01,0,0
240_353,1279,11,0.0,0.0,0.07,0.009893972344788272,0.3487099296325254,0.003946188340807176,0.010000000000000002,0.07847533632286996,0.0,0.0,0.00040666925582495537,0,0.9573280582674836,99.63,0,0
237_6333,327,16,0.0,0.0,0.08,0.015793015401503598,0.09785932721712538,0.003437499999999999,0.010000000000000002,0.03125,0.0,0.0,0.0020603239732432275,0,0.9564653264655687,99.65,0,0
249_1023,12515,47,0.0,0.0,0.07,0.009695777199973873,0.32249300838993206,0.004254212091179386,0.010000000000000009,0.06293359762140734,0.0,0.0,0.00025137062706635484,0,0.9511156386719238,99.73,0,0
240_358,1034,12,0.0,0.0,0.07,0.010057259284417478,0.3346228239845261,0.004653179190751445,0.010000000000000009,0.06069364161849711,0.0,0.0,0.0002477250869615219,0,0.9420688573937284,99.87,0,0
237_8059,297,26,0.0,0.0,0.09,0.016987359670366343,0.04377104377104377,0.0038461538461538455,0.01,0.07692307692307693,0.0,0.0,0.001288626324095432,0,0.9384911004284843,99.92,0,0
240_348,1557,20,0.0,0.0,0.07,0.009324975720095361,0.2761721258831085,0.004930232558139535,0.012749999999999775,0.05116279069767442,0.0,0.0,0.0008332664652155636,0,0.8241168670994512,100.0,0,0
104_10475,127,7,0.0,0.0,0.07,0.013491747351406184,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0003317307692307682,0,0.8342167042653882,100.0,0,0
237_6364,450,26,0.0,0.0,0.08,0.014351544860784713,0.1,0.005333333333333334,0.010000000000000009,0.022222222222222223,0.0,0.0,0.0008438870136412436,0,0.8683589740549962,100.0,0,0
237_8073,348,22,0.0,0.0,0.08,0.015624060473922964,0.06321839080459771,0.004318181818181818,0.015,0.045454545454545456,0.0,0.0,0.0005130078985342146,0,0.92804505189495,100.0,0,0
231_1599,85,19,0.0,0.0,0.07,0.011891196753232606,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.001219451488682258,0,0.5996275010460677,100.0,0,0
237_6519,427,20,0.0,0.0,0.08,0.013880352366283235,0.1053864168618267,0.004222222222222222,0.010000000000000007,0.0,0.0,0.0,0.0013693127236587767,0,0.8096533655018282,100.0,0,0
237_6571,214,25,0.0,0.0,0.08,0.014669437634380292,0.018691588785046728,0.0049999999999999975,0.009999999999999995,0.0,0.0,0.0,0.0009758493140846091,0,0.9308014028760236,100.0,0,0
237_6556,574,27,0.0,0.0,0.09,0.016364200597385737,0.06968641114982578,0.004499999999999999,0.01049999999999998,0.075,0.0,0.0,0.0015281822462442749,0,0.8023580815651811,100.0,0,0
237_6524,270,18,0.0,0.0,0.08,0.01445679896142061,0.06666666666666667,0.003888888888888889,0.009999999999999995,0.05555555555555555,0.0,0.0,0.001518288918273034,0,0.5171685569386255,100.0,0,0
237_6570,439,23,0.0,0.0,0.08,0.015523544536803255,0.0774487471526196,0.0038235294117647044,0.011749999999999986,0.029411764705882353,0.0,0.0,0.0002461125041936783,0,0.8836781909291954,100.0,0,0
102_1377,22,1,0.0,0.0,0.08,0.013068252399583532,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0,0,0.863305652980726,100.0,0,0
102_1389,417,4,0.0,0.0,0.09,0.010584240563787244,0.1630695443645084,0.004117647058823528,0.013249999999999996,0.029411764705882353,0.0,0.0,0.0006521519498888656,0,0.8829017928689931,100.0,0,0
102_1366,408,9,0.0,0.0,0.08,0.011359294829943413,0.10294117647058823,0.004285714285714286,0.010000000000000002,0.0,0.0,0.0,0.0010369627925890152,0,0.8282334794068948,100.0,0,0
240_71,441,8,0.0022675736961451248,0.0,0.07,0.008244861220734109,0.24036281179138322,0.0043396226415094346,0.013750000000000002,0.04716981132075472,1.0,0.0,0.0013462509922782702,0,0.8825250475000246,100.0,0,0
101_1203,84,19,0.0,0.0,0.07,0.009523952953595809,0.0,0.004278683914510686,0.010000000000000009,0.046620299934796786,0.0,0.0,0.0008199952960982363,0,0.7809784973345564,100.0,0,0
249_1022,3802,21,0.0,0.0,0.07,0.011074889582092854,0.35981062598632296,0.004817251461988304,0.015,0.05555555555555555,0.0,0.0,0.0011977189702919277,0,0.9026680912684744,100.0,0,0
