线号,行别,里程,日期,垂加,垂加等级,水加,水加等级,数据等级,车速,车型,车号,车次,设备ID,垂加_abs,水加_abs,max_acc,公里区间,50米网格里程,等级冲突标记
1001,单线,1055.547,2024-02-25 23:49:00,0.1,1,0.05,0,1,98,101,1210,K856,101_1210,0.1,0.05,0.1,1055,1055.55,0
1001,单线,1055.583,2024-02-25 23:49:00,0.1,1,0.04,0,1,98,101,1210,K856,101_1210,0.1,0.04,0.1,1055,1055.6,0
1001,单线,1055.311,2024-02-25 23:49:00,0.04,0,0.07,1,1,98,101,1210,K856,101_1210,0.04,0.07,0.07,1055,1055.3,0
1001,单线,1054.992,2024-02-25 23:49:00,0.07,0,0.07,1,1,95,101,1210,K856,101_1210,0.07,0.07,0.07,1054,1055.0,0
1001,单线,1054.313,2024-02-25 23:49:00,0.1,1,0.03,0,1,91,101,1210,K856,101_1210,0.1,0.03,0.1,1054,1054.3,0
1001,单线,1054.345,2024-02-25 23:49:00,0.1,1,0.04,0,1,91,101,1210,K856,101_1210,0.1,0.04,0.1,1054,1054.35,0
1001,单线,1055.056,2024-02-25 23:49:00,0.05,0,0.06,1,1,96,101,1210,K856,101_1210,0.05,0.06,0.06,1055,1055.05,0
1001,单线,1054.961,2024-02-25 23:49:00,0.05,0,0.07,1,1,95,101,1210,K856,101_1210,0.05,0.07,0.07,1054,1054.95,0
1001,单线,1053.101,2024-02-25 23:50:00,0.05,0,0.06,1,1,93,101,1210,K856,101_1210,0.05,0.06,0.06,1053,1053.1,0
1001,单线,1053.132,2024-02-25 23:50:00,0.05,0,0.07,1,1,93,101,1210,K856,101_1210,0.05,0.07,0.07,1053,1053.15,0
1001,单线,1053.008,2024-02-25 23:50:00,0.07,0,0.07,1,1,93,101,1210,K856,101_1210,0.07,0.07,0.07,1053,1053.0,0
1001,单线,1053.921,2024-02-25 23:50:00,0.09,1,0.03,0,1,91,101,1210,K856,101_1210,0.09,0.03,0.09,1053,1053.9,0
1001,单线,1053.596,2024-02-25 23:50:00,0.11,2,0.04,0,2,91,101,1210,K856,101_1210,0.11,0.04,0.11,1053,1053.6,0
1001,单线,1053.337,2024-02-25 23:50:00,0.08,0,0.06,1,1,92,101,1210,K856,101_1210,0.08,0.06,0.08,1053,1053.35,0
1001,单线,1051.516,2024-02-25 23:51:00,0.1,1,0.07,1,1,101,101,1210,K856,101_1210,0.1,0.07,0.1,1051,1051.5,0
1001,单线,1051.898,2024-02-25 23:51:00,0.06,0,0.08,1,1,100,101,1210,K856,101_1210,0.06,0.08,0.08,1051,1051.9,0
1001,单线,1051.208,2024-02-25 23:51:00,0.08,0,0.1,2,2,102,101,1210,K856,101_1210,0.08,0.1,0.1,1051,1051.2,0
1001,单线,1051.485,2024-02-25 23:51:00,0.08,0,0.1,2,2,101,101,1210,K856,101_1210,0.08,0.1,0.1,1051,1051.5,0
1001,单线,1051.249,2024-02-25 23:51:00,0.1,1,0.03,0,1,102,101,1210,K856,101_1210,0.1,0.03,0.1,1051,1051.25,0
1001,单线,1051.609,2024-02-25 23:51:00,0.09,1,0.04,0,1,101,101,1210,K856,101_1210,0.09,0.04,0.09,1051,1051.6,0
1001,单线,1051.929,2024-02-25 23:51:00,0.09,1,0.04,0,1,100,101,1210,K856,101_1210,0.09,0.04,0.09,1051,1051.95,0
1001,单线,1051.413,2024-02-25 23:51:00,0.05,0,0.08,1,1,101,101,1210,K856,101_1210,0.05,0.08,0.08,1051,1051.4,0
1001,单线,1051.64,2024-02-25 23:51:00,0.07,0,0.1,2,2,101,101,1210,K856,101_1210,0.07,0.1,0.1,1051,1051.65,0
1001,单线,1051.578,2024-02-25 23:51:00,0.09,1,0.05,0,1,101,101,1210,K856,101_1210,0.09,0.05,0.09,1051,1051.6,0
1001,单线,1050.979,2024-02-25 23:51:00,0.07,0,0.06,1,1,103,101,1210,K856,101_1210,0.07,0.06,0.07,1050,1051.0,0
1001,单线,1051.673,2024-02-25 23:51:00,0.08,0,0.07,1,1,101,101,1210,K856,101_1210,0.08,0.07,0.08,1051,1051.65,0
1001,单线,1051.451,2024-02-25 23:51:00,0.1,1,0.11,2,2,101,101,1210,K856,101_1210,0.1,0.11,0.11,1051,1051.45,0
1001,单线,1051.168,2024-02-25 23:51:00,0.1,1,0.05,0,1,102,101,1210,K856,101_1210,0.1,0.05,0.1,1051,1051.15,0
1001,单线,1049.481,2024-02-25 23:52:00,0.04,0,0.06,1,1,108,101,1210,K856,101_1210,0.04,0.06,0.06,1049,1049.5,0
1001,单线,1049.88,2024-02-25 23:52:00,0.09,1,0.11,2,2,107,101,1210,K856,101_1210,0.09,0.11,0.11,1049,1049.9,0
1001,单线,1049.914,2024-02-25 23:52:00,0.09,1,0.05,0,1,107,101,1210,K856,101_1210,0.09,0.05,0.09,1049,1049.9,0
1001,单线,1049.765,2024-02-25 23:52:00,0.04,0,0.06,1,1,108,101,1210,K856,101_1210,0.04,0.06,0.06,1049,1049.75,0
1001,单线,1050.641,2024-02-25 23:52:00,0.06,0,0.09,2,2,105,101,1210,K856,101_1210,0.06,0.09,0.09,1050,1050.65,0
1001,单线,1050.68,2024-02-25 23:52:00,0.06,0,0.09,2,2,104,101,1210,K856,101_1210,0.06,0.09,0.09,1050,1050.7,0
1001,单线,1050.775,2024-02-25 23:52:00,0.09,1,0.04,0,1,104,101,1210,K856,101_1210,0.09,0.04,0.09,1050,1050.8,0
1001,单线,1049.199,2024-02-25 23:52:00,0.04,0,0.06,1,1,109,101,1210,K856,101_1210,0.04,0.06,0.06,1049,1049.2,0
1001,单线,1049.64,2024-02-25 23:52:00,0.04,0,0.06,1,1,108,101,1210,K856,101_1210,0.04,0.06,0.06,1049,1049.65,0
1001,单线,1050.323,2024-02-25 23:52:00,0.03,0,0.06,1,1,106,101,1210,K856,101_1210,0.03,0.06,0.06,1050,1050.3,0
1001,单线,1049.167,2024-02-25 23:52:00,0.05,0,0.06,1,1,109,101,1210,K856,101_1210,0.05,0.06,0.06,1049,1049.15,0
1001,单线,1048.657,2024-02-25 23:53:00,0.09,1,0.05,0,1,111,101,1210,K856,101_1210,0.09,0.05,0.09,1048,1048.65,0
1001,单线,1048.309,2024-02-25 23:53:00,0.1,1,0.03,0,1,111,101,1210,K856,101_1210,0.1,0.03,0.1,1048,1048.3,0
1001,单线,1048.34,2024-02-25 23:53:00,0.12,2,0.05,0,2,111,101,1210,K856,101_1210,0.12,0.05,0.12,1048,1048.35,0
1001,单线,1048.402,2024-02-25 23:53:00,0.09,1,0.08,1,1,111,101,1210,K856,101_1210,0.09,0.08,0.09,1048,1048.4,0
1001,单线,1048.812,2024-02-25 23:53:00,0.11,2,0.08,1,2,110,101,1210,K856,101_1210,0.11,0.08,0.11,1048,1048.8,0
1001,单线,1047.423,2024-02-25 23:53:00,0.06,0,0.07,1,1,114,101,1210,K856,101_1210,0.06,0.07,0.07,1047,1047.4,0
1001,单线,1047.59,2024-02-25 23:53:00,0.05,0,0.06,1,1,113,101,1210,K856,101_1210,0.05,0.06,0.06,1047,1047.6,0
1001,单线,1049.002,2024-02-25 23:53:00,0.13,2,0.07,1,2,110,101,1210,K856,101_1210,0.13,0.07,0.13,1049,1049.0,0
1001,单线,1048.719,2024-02-25 23:53:00,0.05,0,0.09,2,2,110,101,1210,K856,101_1210,0.05,0.09,0.09,1048,1048.7,0
1001,单线,1047.328,2024-02-25 23:53:00,0.09,1,0.03,0,1,114,101,1210,K856,101_1210,0.09,0.03,0.09,1047,1047.35,0
1001,单线,1048.274,2024-02-25 23:53:00,0.1,1,0.07,1,1,112,101,1210,K856,101_1210,0.1,0.07,0.1,1048,1048.25,0
1001,单线,1047.496,2024-02-25 23:53:00,0.1,1,0.05,0,1,114,101,1210,K856,101_1210,0.1,0.05,0.1,1047,1047.5,0
1001,单线,1047.724,2024-02-25 23:53:00,0.04,0,0.1,2,2,113,101,1210,K856,101_1210,0.04,0.1,0.1,1047,1047.7,0
1001,单线,1047.755,2024-02-25 23:53:00,0.05,0,0.11,2,2,113,101,1210,K856,101_1210,0.05,0.11,0.11,1047,1047.75,0
1001,单线,1048.592,2024-02-25 23:53:00,0.06,0,0.06,1,1,111,101,1210,K856,101_1210,0.06,0.06,0.06,1048,1048.6,0
1001,单线,1047.359,2024-02-25 23:53:00,0.11,2,0.1,2,2,114,101,1210,K856,101_1210,0.11,0.1,0.11,1047,1047.35,0
1001,单线,1047.622,2024-02-25 23:53:00,0.07,0,0.06,1,1,113,101,1210,K856,101_1210,0.07,0.06,0.07,1047,1047.6,0
1001,单线,1048.75,2024-02-25 23:53:00,0.09,1,0.04,0,1,110,101,1210,K856,101_1210,0.09,0.04,0.09,1048,1048.75,0
1001,单线,1048.843,2024-02-25 23:53:00,0.09,1,0.03,0,1,110,101,1210,K856,101_1210,0.09,0.03,0.09,1048,1048.85,0
1001,单线,1047.391,2024-02-25 23:53:00,0.07,0,0.07,1,1,114,101,1210,K856,101_1210,0.07,0.07,0.07,1047,1047.4,0
1001,单线,1047.691,2024-02-25 23:53:00,0.05,0,0.12,2,2,113,101,1210,K856,101_1210,0.05,0.12,0.12,1047,1047.7,0
1001,单线,1048.781,2024-02-25 23:53:00,0.06,0,0.06,1,1,110,101,1210,K856,101_1210,0.06,0.06,0.06,1048,1048.8,0
1001,单线,1047.654,2024-02-25 23:53:00,0.05,0,0.06,1,1,113,101,1210,K856,101_1210,0.05,0.06,0.06,1047,1047.65,0
1001,单线,1047.528,2024-02-25 23:53:00,0.08,0,0.07,1,1,114,101,1210,K856,101_1210,0.08,0.07,0.08,1047,1047.55,0
1001,单线,1047.786,2024-02-25 23:53:00,0.1,1,0.05,0,1,113,101,1210,K856,101_1210,0.1,0.05,0.1,1047,1047.8,0
1001,单线,1045.743,2024-02-25 23:54:00,0.06,0,0.09,2,2,97,101,1210,K856,101_1210,0.06,0.09,0.09,1045,1045.75,0
1001,单线,1046.23,2024-02-25 23:54:00,0.09,1,0.04,0,1,101,101,1210,K856,101_1210,0.09,0.04,0.09,1046,1046.25,0
1001,单线,1046.697,2024-02-25 23:54:00,0.1,1,0.03,0,1,112,101,1210,K856,101_1210,0.1,0.03,0.1,1046,1046.7,0
1001,单线,1047.059,2024-02-25 23:54:00,0.09,1,0.08,1,1,115,101,1210,K856,101_1210,0.09,0.08,0.09,1047,1047.05,0
1001,单线,1047.096,2024-02-25 23:54:00,0.11,2,0.07,1,2,115,101,1210,K856,101_1210,0.11,0.07,0.11,1047,1047.1,0
1001,单线,1046.991,2024-02-25 23:54:00,0.05,0,0.07,1,1,115,101,1210,K856,101_1210,0.05,0.07,0.07,1046,1047.0,0
1001,单线,1047.227,2024-02-25 23:54:00,0.09,1,0.04,0,1,114,101,1210,K856,101_1210,0.09,0.04,0.09,1047,1047.25,0
1001,单线,1046.376,2024-02-25 23:54:00,0.14,2,0.05,0,2,105,101,1210,K856,101_1210,0.14,0.05,0.14,1046,1046.4,0
1001,单线,1045.637,2024-02-25 23:54:00,0.05,0,0.06,1,1,98,101,1210,K856,101_1210,0.05,0.06,0.06,1045,1045.65,0
1001,单线,1046.599,2024-02-25 23:54:00,0.06,0,0.07,1,1,110,101,1210,K856,101_1210,0.06,0.07,0.07,1046,1046.6,0
1001,单线,1045.675,2024-02-25 23:54:00,0.06,0,0.08,1,1,98,101,1210,K856,101_1210,0.06,0.08,0.08,1045,1045.65,0
1001,单线,1045.836,2024-02-25 23:54:00,0.06,0,0.06,1,1,97,101,1210,K856,101_1210,0.06,0.06,0.06,1045,1045.85,0
1001,单线,1045.712,2024-02-25 23:54:00,0.04,0,0.07,1,1,98,101,1210,K856,101_1210,0.04,0.07,0.07,1045,1045.7,0
1001,单线,1047.022,2024-02-25 23:54:00,0.06,0,0.06,1,1,115,101,1210,K856,101_1210,0.06,0.06,0.06,1047,1047.0,0
1001,单线,1044.618,2024-02-25 23:55:00,0.04,0,0.06,1,1,102,101,1210,K856,101_1210,0.04,0.06,0.06,1044,1044.6,0
1001,单线,1044.587,2024-02-25 23:55:00,0.1,1,0.07,1,1,103,101,1210,K856,101_1210,0.1,0.07,0.1,1044,1044.6,0
1001,单线,1045.313,2024-02-25 23:55:00,0.07,0,0.06,1,1,99,101,1210,K856,101_1210,0.07,0.06,0.07,1045,1045.3,0
1001,单线,1045.375,2024-02-25 23:55:00,0.06,0,0.07,1,1,99,101,1210,K856,101_1210,0.06,0.07,0.07,1045,1045.4,0
1001,单线,1044.721,2024-02-25 23:55:00,0.04,0,0.06,1,1,102,101,1210,K856,101_1210,0.04,0.06,0.06,1044,1044.7,0
1001,单线,1044.551,2024-02-25 23:55:00,0.08,0,0.06,1,1,103,101,1210,K856,101_1210,0.08,0.06,0.08,1044,1044.55,0
1001,单线,1045.407,2024-02-25 23:55:00,0.06,0,0.07,1,1,99,101,1210,K856,101_1210,0.06,0.07,0.07,1045,1045.4,0
1001,单线,1044.649,2024-02-25 23:55:00,0.06,0,0.06,1,1,102,101,1210,K856,101_1210,0.06,0.06,0.06,1044,1044.65,0
1001,单线,1042.868,2024-02-25 23:56:00,0.09,1,0.03,0,1,109,101,1210,K856,101_1210,0.09,0.03,0.09,1042,1042.85,0
1001,单线,1041.623,2024-02-25 23:57:00,0.04,0,0.06,1,1,112,101,1210,K856,101_1210,0.04,0.06,0.06,1041,1041.6,0
1001,单线,1041.011,2024-02-25 23:57:00,0.05,0,0.06,1,1,114,101,1210,K856,101_1210,0.05,0.06,0.06,1041,1041.0,0
1001,单线,1041.042,2024-02-25 23:57:00,0.02,0,0.06,1,1,114,101,1210,K856,101_1210,0.02,0.06,0.06,1041,1041.05,0
1001,单线,1040.218,2024-02-25 23:57:00,0.07,0,0.06,1,1,102,101,1210,K856,101_1210,0.07,0.06,0.07,1040,1040.2,0
1001,单线,1041.202,2024-02-25 23:57:00,0.1,1,0.05,0,1,114,101,1210,K856,101_1210,0.1,0.05,0.1,1041,1041.2,0
1001,单线,1000.635,2024-02-26 16:44:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1000,1000.65,0
1001,单线,1000.101,2024-02-26 16:44:00,0.07,1,0.04,1,1,71,102,1389,45491,102_1389,0.07,0.04,0.07,1000,1000.1,0
1001,单线,1001.49,2024-02-26 16:45:00,0.07,1,0.03,1,1,71,102,1389,45491,102_1389,0.07,0.03,0.07,1001,1001.5,0
1001,单线,1002.098,2024-02-26 16:45:00,0.03,0,0.04,1,1,73,102,1389,45491,102_1389,0.03,0.04,0.04,1002,1002.1,0
1001,单线,1001.255,2024-02-26 16:45:00,0.09,1,0.03,1,1,70,102,1389,45491,102_1389,0.09,0.03,0.09,1001,1001.25,0
1001,单线,1002.223,2024-02-26 16:46:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1002,1002.2,0
1001,单线,1003.254,2024-02-26 16:46:00,0.08,1,0.03,1,1,73,102,1389,45491,102_1389,0.08,0.03,0.08,1003,1003.25,0
1001,单线,1003.567,2024-02-26 16:47:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1003,1003.55,0
1001,单线,1003.882,2024-02-26 16:47:00,0.07,1,0.02,0,1,72,102,1389,45491,102_1389,0.07,0.02,0.07,1003,1003.9,0
1001,单线,1006.939,2024-02-26 16:49:00,0.09,1,0.03,1,1,74,102,1389,45491,102_1389,0.09,0.03,0.09,1006,1006.95,0
1001,单线,1006.503,2024-02-26 16:49:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1006,1006.5,0
1001,单线,1006.439,2024-02-26 16:49:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1006,1006.45,0
1001,单线,1007.187,2024-02-26 16:50:00,0.07,1,0.04,1,1,74,102,1389,45491,102_1389,0.07,0.04,0.07,1007,1007.2,0
1001,单线,1007.913,2024-02-26 16:50:00,0.07,1,0.04,1,1,73,102,1389,45491,102_1389,0.07,0.04,0.07,1007,1007.9,0
1001,单线,1009.01,2024-02-26 16:51:00,0.08,1,0.03,1,1,71,102,1389,45491,102_1389,0.08,0.03,0.08,1009,1009.0,0
1001,单线,1012.01,2024-02-26 16:54:00,0.07,1,0.02,0,1,72,102,1389,45491,102_1389,0.07,0.02,0.07,1012,1012.0,0
1001,单线,1013.622,2024-02-26 16:55:00,0.07,1,0.05,1,1,71,102,1389,45491,102_1389,0.07,0.05,0.07,1013,1013.6,0
1001,单线,1014.995,2024-02-26 16:56:00,0.07,1,0.04,1,1,74,102,1389,45491,102_1389,0.07,0.04,0.07,1014,1015.0,0
1001,单线,1015.718,2024-02-26 16:57:00,0.07,1,0.05,1,1,73,102,1389,45491,102_1389,0.07,0.05,0.07,1015,1015.7,0
1001,单线,1017.124,2024-02-26 16:58:00,0.07,1,0.02,0,1,71,102,1389,45491,102_1389,0.07,0.02,0.07,1017,1017.1,0
1001,单线,1017.091,2024-02-26 16:58:00,0.08,1,0.04,1,1,71,102,1389,45491,102_1389,0.08,0.04,0.08,1017,1017.1,0
1001,单线,1018.7,2024-02-26 16:59:00,0.07,1,0.03,1,1,69,102,1389,45491,102_1389,0.07,0.03,0.07,1018,1018.7,0
1001,单线,1017.883,2024-02-26 16:59:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1017,1017.9,0
1001,单线,1018.475,2024-02-26 16:59:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1018,1018.5,0
1001,单线,1019.254,2024-02-26 17:00:00,0.07,1,0.03,1,1,69,102,1389,45491,102_1389,0.07,0.03,0.07,1019,1019.25,0
1001,单线,1020.069,2024-02-26 17:01:00,0.08,1,0.02,0,1,68,102,1389,45491,102_1389,0.08,0.02,0.08,1020,1020.05,0
1001,单线,1020.536,2024-02-26 17:01:00,0.08,1,0.04,1,1,68,102,1389,45491,102_1389,0.08,0.04,0.08,1020,1020.55,0
1001,单线,1020.775,2024-02-26 17:01:00,0.07,1,0.03,1,1,69,102,1389,45491,102_1389,0.07,0.03,0.07,1020,1020.8,0
1001,单线,1021.372,2024-02-26 17:02:00,0.08,1,0.04,1,1,70,102,1389,45491,102_1389,0.08,0.04,0.08,1021,1021.35,0
1001,单线,1022.363,2024-02-26 17:02:00,0.07,1,0.02,0,1,74,102,1389,45491,102_1389,0.07,0.02,0.07,1022,1022.35,0
1001,单线,1022.206,2024-02-26 17:02:00,0.07,1,0.03,1,1,74,102,1389,45491,102_1389,0.07,0.03,0.07,1022,1022.2,0
1001,单线,1021.437,2024-02-26 17:02:00,0.05,1,0.08,1,1,70,102,1389,45491,102_1389,0.05,0.08,0.08,1021,1021.45,0
1001,单线,1021.34,2024-02-26 17:02:00,0.07,1,0.04,1,1,70,102,1389,45491,102_1389,0.07,0.04,0.07,1021,1021.35,0
1001,单线,1023.184,2024-02-26 17:03:00,0.07,1,0.03,1,1,72,102,1389,45491,102_1389,0.07,0.03,0.07,1023,1023.2,0
1001,单线,1023.403,2024-02-26 17:03:00,0.07,1,0.03,1,1,72,102,1389,45491,102_1389,0.07,0.03,0.07,1023,1023.4,0
1001,单线,1022.426,2024-02-26 17:03:00,0.07,1,0.04,1,1,74,102,1389,45491,102_1389,0.07,0.04,0.07,1022,1022.45,0
1001,单线,1024.85,2024-02-26 17:05:00,0.07,1,0.03,1,1,69,102,1389,45491,102_1389,0.07,0.03,0.07,1024,1024.85,0
1001,单线,1026.363,2024-02-26 17:06:00,0.07,1,0.03,1,1,74,102,1389,45491,102_1389,0.07,0.03,0.07,1026,1026.35,0
1001,单线,1026.426,2024-02-26 17:06:00,0.07,1,0.03,1,1,74,102,1389,45491,102_1389,0.07,0.03,0.07,1026,1026.45,0
1001,单线,1026.208,2024-02-26 17:06:00,0.07,1,0.03,1,1,74,102,1389,45491,102_1389,0.07,0.03,0.07,1026,1026.2,0
1001,单线,1025.956,2024-02-26 17:06:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1025,1025.95,0
1001,单线,1026.457,2024-02-26 17:06:00,0.08,1,0.03,1,1,74,102,1389,45491,102_1389,0.08,0.03,0.08,1026,1026.45,0
1001,单线,1026.519,2024-02-26 17:06:00,0.09,1,0.03,1,1,74,102,1389,45491,102_1389,0.09,0.03,0.09,1026,1026.5,0
1001,单线,1026.019,2024-02-26 17:06:00,0.08,1,0.03,1,1,73,102,1389,45491,102_1389,0.08,0.03,0.08,1026,1026.0,0
1001,单线,1025.925,2024-02-26 17:06:00,0.07,1,0.04,1,1,73,102,1389,45491,102_1389,0.07,0.04,0.07,1025,1025.9,0
1001,单线,1026.27,2024-02-26 17:06:00,0.09,1,0.03,1,1,74,102,1389,45491,102_1389,0.09,0.03,0.09,1026,1026.25,0
1001,单线,1027.902,2024-02-26 17:07:00,0.07,1,0.04,1,1,72,102,1389,45491,102_1389,0.07,0.04,0.07,1027,1027.9,0
1001,单线,1028.029,2024-02-26 17:07:00,0.07,1,0.05,1,1,72,102,1389,45491,102_1389,0.07,0.05,0.07,1028,1028.05,0
1001,单线,1029.081,2024-02-26 17:08:00,0.07,1,0.03,1,1,68,102,1389,45491,102_1389,0.07,0.03,0.07,1029,1029.1,0
1001,单线,1030.341,2024-02-26 17:09:00,0.07,1,0.03,1,1,53,102,1389,45491,102_1389,0.07,0.03,0.07,1030,1030.35,0
1001,单线,1030.274,2024-02-26 17:09:00,0.07,1,0.02,0,1,54,102,1389,45491,102_1389,0.07,0.02,0.07,1030,1030.25,0
1001,单线,1030.377,2024-02-26 17:09:00,0.07,1,0.03,1,1,52,102,1389,45491,102_1389,0.07,0.03,0.07,1030,1030.4,0
1001,单线,1030.137,2024-02-26 17:09:00,0.07,1,0.05,1,1,56,102,1389,45491,102_1389,0.07,0.05,0.07,1030,1030.15,0
1001,单线,1030.41,2024-02-26 17:09:00,0.07,1,0.02,0,1,52,102,1389,45491,102_1389,0.07,0.02,0.07,1030,1030.4,0
1001,单线,1030.206,2024-02-26 17:09:00,0.1,2,0.05,1,2,55,102,1389,45491,102_1389,0.1,0.05,0.1,1030,1030.2,0
1001,单线,1030.567,2024-02-26 17:10:00,0.08,1,0.06,1,1,49,102,1389,45491,102_1389,0.08,0.06,0.08,1030,1030.55,0
1001,单线,1031.445,2024-02-26 17:11:00,0.07,1,0.03,1,1,49,102,1389,45491,102_1389,0.07,0.03,0.07,1031,1031.45,0
1001,单线,1032.869,2024-02-26 17:12:00,0.07,1,0.02,0,1,63,102,1389,45491,102_1389,0.07,0.02,0.07,1032,1032.85,0
1001,单线,1032.459,2024-02-26 17:12:00,0.07,1,0.03,1,1,58,102,1389,45491,102_1389,0.07,0.03,0.07,1032,1032.45,0
1001,单线,1032.427,2024-02-26 17:12:00,0.07,1,0.04,1,1,58,102,1389,45491,102_1389,0.07,0.04,0.07,1032,1032.45,0
1001,单线,1032.078,2024-02-26 17:12:00,0.05,1,0.07,1,1,53,102,1389,45491,102_1389,0.05,0.07,0.07,1032,1032.1,0
1001,单线,1033.606,2024-02-26 17:13:00,0.07,1,0.04,1,1,70,102,1389,45491,102_1389,0.07,0.04,0.07,1033,1033.6,0
1001,单线,1033.177,2024-02-26 17:13:00,0.03,0,0.07,1,1,67,102,1389,45491,102_1389,0.03,0.07,0.07,1033,1033.2,0
1001,单线,1033.137,2024-02-26 17:13:00,0.07,1,0.05,1,1,66,102,1389,45491,102_1389,0.07,0.05,0.07,1033,1033.15,0
1001,单线,1033.575,2024-02-26 17:13:00,0.08,1,0.03,1,1,70,102,1389,45491,102_1389,0.08,0.03,0.08,1033,1033.6,0
1001,单线,1035.2,2024-02-26 17:14:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1035,1035.2,0
1001,单线,1035.169,2024-02-26 17:14:00,0.08,1,0.03,1,1,73,102,1389,45491,102_1389,0.08,0.03,0.08,1035,1035.15,0
1001,单线,1034.307,2024-02-26 17:14:00,0.07,1,0.05,1,1,71,102,1389,45491,102_1389,0.07,0.05,0.07,1034,1034.3,0
1001,单线,1035.419,2024-02-26 17:15:00,0.07,1,0.03,1,1,73,102,1389,45491,102_1389,0.07,0.03,0.07,1035,1035.4,0
1001,单线,1037.637,2024-02-26 17:16:00,0.08,1,0.02,0,1,70,102,1389,45491,102_1389,0.08,0.02,0.08,1037,1037.65,0
1001,单线,1037.494,2024-02-26 17:16:00,0.07,1,0.04,1,1,71,102,1389,45491,102_1389,0.07,0.04,0.07,1037,1037.5,0
1001,单线,1037.528,2024-02-26 17:16:00,0.08,1,0.04,1,1,71,102,1389,45491,102_1389,0.08,0.04,0.08,1037,1037.55,0
1001,单线,1038.826,2024-02-26 17:17:00,0.08,1,0.04,1,1,70,102,1389,45491,102_1389,0.08,0.04,0.08,1038,1038.85,0
1001,单线,1038.201,2024-02-26 17:17:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1038,1038.2,0
1001,单线,1038.066,2024-02-26 17:17:00,0.07,1,0.04,1,1,70,102,1389,45491,102_1389,0.07,0.04,0.07,1038,1038.05,0
1001,单线,1037.837,2024-02-26 17:17:00,0.09,1,0.03,1,1,70,102,1389,45491,102_1389,0.09,0.03,0.09,1037,1037.85,0
1001,单线,1038.76,2024-02-26 17:17:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1038,1038.75,0
1001,单线,1037.935,2024-02-26 17:17:00,0.08,1,0.03,1,1,70,102,1389,45491,102_1389,0.08,0.03,0.08,1037,1037.95,0
1001,单线,1037.805,2024-02-26 17:17:00,0.07,1,0.03,1,1,70,102,1389,45491,102_1389,0.07,0.03,0.07,1037,1037.8,0
1001,单线,1038.694,2024-02-26 17:17:00,0.06,1,0.07,1,1,70,102,1389,45491,102_1389,0.06,0.07,0.07,1038,1038.7,0
1001,单线,1038.033,2024-02-26 17:17:00,0.08,1,0.03,1,1,70,102,1389,45491,102_1389,0.08,0.03,0.08,1038,1038.05,0
1001,单线,1040.733,2024-02-26 17:19:00,0.07,1,0.05,1,1,69,102,1389,45491,102_1389,0.07,0.05,0.07,1040,1040.75,0
1001,单线,1040.376,2024-02-26 17:19:00,0.08,1,0.03,1,1,69,102,1389,45491,102_1389,0.08,0.03,0.08,1040,1040.4,0
1001,单线,1043.388,2024-02-26 17:21:00,0.04,1,0.07,1,1,71,102,1389,45491,102_1389,0.04,0.07,0.07,1043,1043.4,0
1001,单线,1044.212,2024-02-26 17:22:00,0.04,1,0.1,2,2,70,102,1389,45491,102_1389,0.04,0.1,0.1,1044,1044.2,0
1001,单线,1045.376,2024-02-26 17:23:00,0.07,1,0.04,1,1,69,102,1389,45491,102_1389,0.07,0.04,0.07,1045,1045.4,0
1001,单线,1047.352,2024-02-26 17:25:00,0.07,1,0.05,1,1,67,102,1389,45491,102_1389,0.07,0.05,0.07,1047,1047.35,0
1001,单线,1048.383,2024-02-26 17:26:00,0.07,1,0.05,1,1,67,102,1389,45491,102_1389,0.07,0.05,0.07,1048,1048.4,0
1001,单线,1048.8,2024-02-26 17:26:00,0.09,1,0.05,1,1,67,102,1389,45491,102_1389,0.09,0.05,0.09,1048,1048.8,0
1001,单线,1048.878,2024-02-26 17:26:00,0.07,1,0.03,1,1,67,102,1389,45491,102_1389,0.07,0.03,0.07,1048,1048.9,0
1001,单线,1049.042,2024-02-26 17:26:00,0.1,2,0.05,1,2,67,102,1389,45491,102_1389,0.1,0.05,0.1,1049,1049.05,0
1001,单线,1048.842,2024-02-26 17:26:00,0.08,1,0.06,1,1,67,102,1389,45491,102_1389,0.08,0.06,0.08,1048,1048.85,0
1001,单线,1051.685,2024-02-26 17:29:00,0.07,1,0.05,1,1,66,102,1389,45491,102_1389,0.07,0.05,0.07,1051,1051.7,0
