日期,线号,行别,里程,设备ID,车速,数据等级,corrected_level,level_is_correct,event_type,event_confidence,event_reason,prior_high_count_3d,prior_device_count_3d,trend_slope_3d,q1_reliability_score,q1_device_status
2024-01-19 21:30:00,3001,上行,3047.025,240_66,41,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3047.163,240_66,41,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.588,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.482,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.412,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.771,240_66,64,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.625,240_66,67,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.85,240_66,59,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.706,240_66,66,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.448,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:30:00,3001,上行,3046.809,240_66,62,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.052,240_66,56,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.201,240_66,62,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.312,240_66,66,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.236,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.668,240_66,51,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,-4.189108318372233e-07,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.522,240_66,59,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.121,240_66,59,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.557,240_66,57,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.088,240_66,57,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.014,240_66,54,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.837,240_66,47,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.275,240_66,64,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.737,240_66,46,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.871,240_66,49,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.8,240_66,46,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.157,240_66,60,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.596,240_66,56,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.975,240_66,53,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.49,240_66,62,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.943,240_66,51,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.633,240_66,54,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,-4.189108318372233e-07,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.769,240_66,45,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.453,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.907,240_66,50,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3046.343,240_66,67,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:31:00,3001,上行,3045.706,240_66,49,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.095,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.132,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.201,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.421,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.491,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.592,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.675,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.351,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.418,240_66,63,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.313,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.744,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.063,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.914,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.951,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.453,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.335,240_66,64,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.814,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.03,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.27,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.233,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.56,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.777,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.983,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.383,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.163,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.846,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.528,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.638,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.301,240_66,66,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.883,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3044.707,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:32:00,3001,上行,3045.374,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.718,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.211,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.31,240_66,53,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.686,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.858,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.383,240_66,56,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.649,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.103,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.281,240_66,69,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.423,240_66,57,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.173,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.927,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.033,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.526,240_66,65,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.495,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.963,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.272,240_66,52,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.001,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.462,240_66,60,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.609,240_66,68,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.755,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.895,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.572,240_66,66,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.071,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.141,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.825,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.788,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3043.345,240_66,54,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:33:00,3001,上行,3044.243,240_66,69,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.194,240_66,48,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.503,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.576,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.685,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.825,240_66,57,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.978,240_66,47,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.651,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.542,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.336,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.939,240_66,51,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.757,240_66,62,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.896,240_66,54,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.113,240_66,44,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.724,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.864,240_66,56,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.08,240_66,43,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.454,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.236,240_66,50,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.793,240_66,60,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.013,240_66,43,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.615,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.297,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.415,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.153,240_66,46,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3043.049,240_66,41,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:34:00,3001,上行,3042.38,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.698,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.016,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.932,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.228,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.152,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.971,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.736,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.263,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.854,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.624,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.113,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.663,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.375,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.78,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.481,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.814,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.409,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.898,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.59,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.302,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.188,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.556,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.443,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.049,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.223,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.08,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.337,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3042.262,240_66,63,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:35:00,3001,上行,3041.517,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.299,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.701,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.33,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.203,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.594,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.553,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3041.155,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.235,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.846,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.519,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.662,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.266,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3041.038,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.964,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.891,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.93,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.628,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3041.004,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.446,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3041.195,240_66,63,1,3,0,设备或干扰,0.7,仅同设备重复,1,1,0.0,42.21,abnormal
2024-01-19 21:36:00,3001,上行,3040.745,240_66,63,1,3,0,设备或干扰,0.85,"孤立高值,设备先验可信度低",0,0,0.0,42.21,abnormal
